ID_DOI,Latitude,Longitude,Multispecies study (y/n),yrstart,yrend,Significant trend (y/blank),r or r2 value reported (y/blank),Species,Time Series Type ,Position,Abundance Change,Hemisphere,Sampling,Functional group,Timespan,full.ref
2116,-41,146.3,y,1880,2010,,,Eubalichthys mosaicus ,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2030,-37.86,77.59,y,1971,1995,,,Eudyptes chrysocome,Irregular,0.14165,Negative,S,Irregular,Seabirds,25,"Weimerskirch, H., P. Inchausti, C. Guinet and C. Barbraud. 2003. Trends in bird and seal populations as indicators of a system shift in the Southern Ocean. Antarctic Science 15:249-256."
101002,-54,-38.03,n,1985,2012,,,Eudyptes chrysolophus,Time series,0.62353,Negative,S,Timeseries,Seabirds,28,"Horswill, C.; Ratcliffe, N.; Green, J. A.; et al., Unravelling the relative roles of top-down and bottom-up forces driving population change in an oceanic predator. ECOLOGY   Volume: 97   Issue: 8   Pages: 1919-1928, DOI: 10.1002/ecy.1452"
2116,-42,148.3,y,1880,2010,,,Eupetrichthys angustipes,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2021,-61.13,-55.12,y,1976,1995,,,Euphausia superba,Time series,0.48427,Negative,S,Timeseries,Zooplankton,20,"Loeb, V., V. Siegel, O. Holm-Hansen, R. Hewitt, W. Fraser, W. Trivelpiece and S. Trivelpiece. 1997. Effects of sea-ice extent and krill or salp dominance on the Antarctic food web. Nature, 387: 897-900."
2042,-60,-40,y,1976,2003,y,,Euphausia superba,Time series,0.41022,Negative,S,Timeseries,Zooplankton,28,"Atkinson, A., V. Siegel, E. Pakhomov and P. Rothery. 2004. Long-term decline in krill stock and increase in salps within the Southern Ocean. Nature 432: 100-103"
2042,-60,-40,y,1976,2003,y,,Euphausia superba,Time series,0.41022,Negative,S,Timeseries,Zooplankton,28,"Atkinson, A., V. Siegel, E. Pakhomov and P. Rothery. 2004. Long-term decline in krill stock and increase in salps within the Southern Ocean. Nature 432: 100-103"
1033,51.42,3.58,y,1970,2006,,,Eutrigla gurnardus,Time series,0.54742,Negative,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
2051,36.62,-121.91,y,1931,1996,y,,Fissurella volcano,Irregular,0.8168,Positive,N,Irregular,Invertebrates,66,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490"
1095,30,-86.5,y,1971,2006,,,Fistularia tabacaria,Irregular,1,Positive,N,Irregular,Fish,36,"Fodrie, F.J., K.L. Heck, S.P. Powers, W.M. Graham and K.L. Robinson. 2010. Climate-related, decadal-scale assemblage changes of seagrass-associated fishes in the northern Gulf of Mexico. Global Change Biology 16: 48-59"
2030,-66,136,y,1964,2000,,,Fulmarus glacialoides,Time series,0.92093,Positive,S,Timeseries,Seabirds,37,"Weimerskirch, H., P. Inchausti, C. Guinet and C. Barbraud. 2003. Trends in bird and seal populations as indicators of a system shift in the Southern Ocean. Antarctic Science 15:249-256."
2091,56,-169,y,1960,2000,,,Gadus chalcogrammus,Irregular,0.48188,Positive,N,Irregular,Fish,41,"Sinclair, E.H., L.S. Vlietstra, D.S. Johnson, T.K. Zeppelin, G.V. Byrd, A.M. Springer, R.R. Ream and G.L. Hunt Jr. 2008. Patterns in prey use among fur seals and seabirds in the Pribilof Islands. Deep-Sea Research II 55: 1897-1918"
2144,64,-168,y,1960,2000,,,Gadus chalcogrammus,Time series,1,Positive,N,Timeseries,Fish,41,"Overland J.E., P.J. Stabeno. 2004. Is the climate of the Bering Sea warming and affecting the ecosystem? EOS 85: 309_316."
2093,55.4,-161.6,y,1972,2005,,,Gadus macrocephalus,Time series,0.44041,Positive,N,Timeseries,Fish,34,"Litzow, M.A. and L. Ciannelli. 2007. Oscillating trophic control induces community reorganization in a marine ecosystem. Ecology Letters 10: 1124-1134"
2120,50,-9,y,1970,1998,,,Gadus morhua,Time series,0.49451,Positive,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
1098,50.15,-4.15,y,1913,2002,,y,Gadus morhua,Irregular,0.5027,Positive,N,Irregular,Fish,90,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
1098,51.2,-3.13,y,1981,2002,y,y,Gadus morhua,Time series,0.56008,Positive,N,Timeseries,Fish,22,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
1033,51.42,3.58,y,1970,2006,,,Gadus morhua,Time series,0.5721,Negative,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,52.9,4.6,y,1970,2006,,,Gadus morhua,Time series,0.65297,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,53.15,5.15,y,1970,2006,,,Gadus morhua,Time series,0.66663,Negative,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
101016,53,8,y,1972,2014,y,y,Gadus morhua,Time series,0.65843,Negative,N,Timeseries,Fish,43,"Meyer, Julia; Kroencke, Ingrid; Bartholomae, Alexander; et al., Long-term changes in species composition of demersal fish and epibenthic species in the Jade area (German Wadden Sea/Southern North Sea) since 1972, ESTUARINE COASTAL AND SHELF SCIENCE   Volume: 181   Pages: 284-293, doi: 10.1016/j.ecss.2016.08.047"
2151,55,1,y,1958,2004,,,Gadus morhua,Time series,0.76772,Negative,N,Timeseries,Fish,47,"Kirby, R.R. and G. Beaugrand. 2009. Trophic amplification of climate warming. Proceedings of the Royal Society of London Series B: Biological Sciences 276: 4095-4103"
2151,55,1,y,1958,2004,,,Gadus morhua,Time series,0.76772,Negative,N,Timeseries,Fish,47,"Kirby, R.R. and G. Beaugrand. 2009. Trophic amplification of climate warming. Proceedings of the Royal Society of London Series B: Biological Sciences 276: 4095-4103"
2120,55,1,y,1970,1998,,,Gadus morhua,Time series,0.76772,Positive,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
2106,55,3,y,1963,2005,,,Gadus morhua,Time series,0.76772,Negative,N,Timeseries,Fish,43,"Beaugrand, G., M. Edwards, K. Brander, C. Luczak and F. Ibanez. 2008. Causes and projections of abrupt climate-driven ecosystem shifts in the North Atlantic. Ecology Letters 11: 1157-1168"
1021,55.6,3,n,1963,2005,,,Gadus morhua,Time series,0.8005,Negative,N,Timeseries,Fish,43,"Kirby, R.R., G. Beaugrand and J.A. Lindley. 2009. Synergistic effects of climate and fishin in a marine ecosystem. Ecosystems 12:548-561"
2120,56,-10,y,1970,1998,,,Gadus morhua,Time series,0.82236,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
2120,56,-8,y,1970,1998,,,Gadus morhua,Time series,0.82236,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
2120,56.7,11.5,y,1970,1998,,,Gadus morhua,Time series,0.86061,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
2120,56,19,y,1970,1998,,,Gadus morhua,Time series,0.82236,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
2120,57,3,y,1970,1998,,,Gadus morhua,Time series,0.877,Positive,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
2148,60,2,y,1980,1999,,,Gadus morhua,Time series,1,Negative,N,Timeseries,Fish,20,"Hedger, R., E. McKenzie, M. Heath, P. Wright, B. Scott, A. Gallego and J. Andrews. 2004. Analysis of the spatial distributions of mature cod (Gadus morhua) and haddock (Melanogrammus aeglefinus) abundance in the North Sea (1980-1999)"
2120,61,-8,y,1970,1998,,,Gadus morhua,Time series,1,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
2120,63,-15,y,1970,1998,,,Gadus morhua,Time series,1,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
2120,67,11,y,1970,1998,,,Gadus morhua,Time series,1,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
2116,-41,146.3,y,1880,2010,,,Galeocerdo cuvier,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2116,-42,148.3,y,1880,2010,,,Girella elevata,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2116,-42,148.3,y,1880,2010,,,Girella tricuspidata ,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2116,-42,148.3,y,1880,2010,,,Girella zebra ,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2133,58,-5.5,y,1948,2003,y,,Globicephala melas,Time series,0.71939,Negative,N,Timeseries,Mammalsandreptiles,56,"MacLeod, C.D., S.M. Bannon, G.J. Pierce, C. Schweder, J.A. Learmonth, J.S. Herman and R.J. Reid. 2005. Climate change and the cetacean community of north-west Scotland. Biological Conservation 124: 477:483"
1079,64,-21,y,1985,2004,,,Glyptocephalus cynoglossus,Time series,1,Positive,N,Timeseries,Fish,20,"Bjornsson, H. and O.K. Palsson. 2004. Distribution patterns and dynamics of fish stocks under recent climate change in Icelandic waters. ICES CM2004/K:30"
2116,-42,148.3,y,1880,2010,,,Gymnothorax prasinus,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2116,-42,148.3,y,1880,2010,,,Haletta semifasciata,Irregular,0.91737,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2136,33.8,-120,n,1982,2006,,,Haliotis kamtschatkana,Irregular,0.0443,Negative,N,Irregular,Invertebrates,25,"Rogers-Bennett, L. 2007. Is climate change contributing to range reductions and localized extinctions in Northern (Haloitis kamtschatkana) and flat (Haloitis walallensis) abalones? Bulletin of Marine Science 81: 283-293"
2092,-47,55,y,1981,2007,,,Halobaena caerulea,Irregular,0.38848,Positive,S,Irregular,Seabirds,27,"Peron, C., M. Authier, C. Barbraud, K. Delord, D. Besson and H. Weimerskirch. 2010. Interdecadal changes in at-sea distribution and abundance of subantarctic seabirds along a latitudinal gradient in the Southern Indian Ocean. Global Change Biology 16: 189"
2116,-42,148.3,y,1880,2010,,,Heterodontus galeatus,Irregular,1,Negative,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2116,-42,148.3,y,1880,2010,,,Heterodontus portusjacksoni,Irregular,0.93231,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2144,64,-168,y,1975,2000,,,Hippoglossoides elassodon,Time series,1,Negative,N,Timeseries,Fish,26,"Overland J.E., P.J. Stabeno. 2004. Is the climate of the Bering Sea warming and affecting the ecosystem? EOS 85: 309_316."
1079,65.3,-14.4,y,1985,2004,,,Hippoglossus hippoglossus,Time series,1,Negative,N,Timeseries,Fish,20,"Bjornsson, H. and O.K. Palsson. 2004. Distribution patterns and dynamics of fish stocks under recent climate change in Icelandic waters. ICES CM2004/K:30"
1101,41.26,-71.25,y,1959,2005,y,,Homarus americanus,Time series,0.43454,Positive,N,Timeseries,Invertebrates,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1101,41.34,-71.25,y,1959,2005,y,,Homarus americanus,Time series,0.44197,Positive,N,Timeseries,Invertebrates,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
2019,45,-3,y,1976,2002,y,y,Hydrobates pelagicus,Time series,0.43431,Negative,N,Timeseries,Seabirds,27,"Hemery, G., F. D'Amico, I. Castege, B. Dupont, J. D'Elbee, Y. Lalanne and C. Mouches.  2008.  Detecting the impact of oceano-climatic changes on marine ecosystems using a multivariate index: The case of the Bay of Biscay (North Atlantic-European Ocean).  "
2128,33,-121,y,1951,1998,y,,Hygophum reinhardtii,Time series,0.77879,Positive,N,Timeseries,Larvalbonyfish,48,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152"
2111,33,-121,y,1951,2002,y,,Hygophum reinhardtii,Time series,0.77879,Positive,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
2133,58,-5.5,y,1948,2003,y,,Hyperoodon ampullatus,Time series,0.61957,Negative,N,Timeseries,Mammalsandreptiles,56,"MacLeod, C.D., S.M. Bannon, G.J. Pierce, C. Schweder, J.A. Learmonth, J.S. Herman and R.J. Reid. 2005. Climate change and the cetacean community of north-west Scotland. Biological Conservation 124: 477:483"
1033,51.42,3.58,y,1970,2006,,,Hyperoplus lanceolatus,Time series,0.18927,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,52.9,4.6,y,1970,2006,y,,Hyperoplus lanceolatus,Time series,0.32911,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,53.15,5.15,y,1970,2006,,,Hyperoplus lanceolatus,Time series,0.35274,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
2116,-41,146.3,y,1880,2010,,,Hypoplectrodes maccullochi ,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2116,-42,148.3,y,1880,2010,,,Hypoplectrodes nigroruber,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2111,33,-121,y,1951,2002,y,,Icichthys lockingtoni,Time series,0.03839,Positive,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
2128,33,-121,y,1951,1998,y,,Idiacanthus antrostomus,Time series,0.75167,Positive,N,Timeseries,Larvalbonyfish,48,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152"
2116,-42,148.3,y,1880,2010,,,Kyphosus sydneyanus ,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
1095,30,-86.5,y,1971,2006,,,Lachnolaimus maximus,Irregular,1,Negative,N,Irregular,Fish,36,"Fodrie, F.J., K.L. Heck, S.P. Powers, W.M. Graham and K.L. Robinson. 2010. Climate-related, decadal-scale assemblage changes of seagrass-associated fishes in the northern Gulf of Mexico. Global Change Biology 16: 48-59"
2133,58,-5.5,y,1948,2003,y,,Lagenorhynchus albirostris,Time series,0.54695,Negative,N,Timeseries,Mammalsandreptiles,56,"MacLeod, C.D., S.M. Bannon, G.J. Pierce, C. Schweder, J.A. Learmonth, J.S. Herman and R.J. Reid. 2005. Climate change and the cetacean community of north-west Scotland. Biological Conservation 124: 477:483"
2116,-42,148.3,y,1880,2010,,,Latridopsis ciliaris ,Irregular,0.54794,Negative,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2116,-41,146.3,y,1880,2010,,,Latropiscis purpurissatus,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2051,36.62,-121.91,y,1931,1996,y,,Leptasterias hexactis,Irregular,0.08515,Negative,N,Irregular,Invertebrates,66,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490"
1101,41.26,-71.25,y,1959,2005,y,,Leucoraja erinacea,Time series,0.50331,Positive,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1101,41.34,-71.25,y,1959,2005,y,,Leucoraja erinacea,Time series,0.51322,Positive,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
2111,33,-121,y,1951,2002,,,Leuroglossus stilbius,Time series,0.2906,Negative,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
1101,41.26,-71.25,y,1959,2005,y,,Libinia emarginata,Time series,0.97468,Positive,N,Timeseries,Invertebrates,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1101,41.34,-71.25,y,1959,2005,,,Libinia emarginata,Time series,0.9786,Positive,N,Timeseries,Invertebrates,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1010,46,-3,y,1987,2006,y,y,Limanda limanda,Time series,0,Negative,N,Timeseries,Fish,20,"Hermant, M., J. Lobry, S. Bonhommeau, J. Poulard and O. Le Pape. 2010. Impact of warming on abundance and occurrence of flatfish populations in the Bay of Biscay (France). Journal of Sea Research 64: 45-53"
1092,47.3,-2.7,y,1981,2001,y,,Limanda limanda,Time series,0,Negative,N,Timeseries,Fish,21,"Desaunay, Y, D. Guerault, O. Le Pape and J. Poulard. 2006. Changes in occurrence and abundance of northern/southern flatfishes over a 20-year period in a coastal nursery area (Bay of Vilaine) and on the eastern continental shelf of the Bay of Biscay. Scie"
1098,51.2,-3.13,y,1981,2002,,y,Limanda limanda,Time series,0,Positive,N,Timeseries,Fish,22,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
2046,51.21,-3.12,y,1981,2008,y,y,Limanda limanda,Time series,0,Negative,N,Timeseries,Fish,28,"Henderson, P. and D. Bird. 2010. Fish and macro-crustacean communities and their dynamics in the Severn Estuary. Marine Pollution Bulletin 61: 100-114."
1033,51.42,3.58,y,1970,2006,,,Limanda limanda,Time series,0.01586,Negative,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,52.9,4.6,y,1970,2006,,,Limanda limanda,Time series,0.20188,Negative,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,53.15,5.15,y,1970,2006,,,Limanda limanda,Time series,0.2333,Negative,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
101016,53,8,y,1972,2014,y,,Limanda limanda,Time series,0.21445,Negative,N,Timeseries,Fish,43,"Meyer, Julia; Kroencke, Ingrid; Bartholomae, Alexander; et al., Long-term changes in species composition of demersal fish and epibenthic species in the Jade area (German Wadden Sea/Southern North Sea) since 1972, ESTUARINE COASTAL AND SHELF SCIENCE   Volume: 181   Pages: 284-293 , DOI: 10.1016/j.ecss.2016.08.047"
1079,63.7,-19,y,1985,2004,,,Limanda limanda,Time series,1,Negative,N,Timeseries,Fish,20,"Bjornsson, H. and O.K. Palsson. 2004. Distribution patterns and dynamics of fish stocks under recent climate change in Icelandic waters. ICES CM2004/K:30"
1101,41.26,-71.25,y,1959,2005,,,Limulus polyphemus,Time series,0.95825,Negative,N,Timeseries,Invertebrates,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1101,41.34,-71.25,y,1959,2005,y,,Limulus polyphemus,Time series,0.96213,Negative,N,Timeseries,Invertebrates,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
101016,53,8,y,1972,2014,y,y,Liocarcinus holsatus ,Time series,0.415,Positive,N,Timeseries,Invertebrates,43,"Meyer, Julia; Kroencke, Ingrid; Bartholomae, Alexander; et al., Long-term changes in species composition of demersal fish and epibenthic species in the Jade area (German Wadden Sea/Southern North Sea) since 1972, ESTUARINE COASTAL AND SHELF SCIENCE   Volume: 181   Pages: 284-293 DOI:10.1016/j.ecss.2016.08.047"
2046,51.21,-3.12,y,1981,2008,y,y,Liparis liparis,Time series,0.29897,Negative,N,Timeseries,Fish,28,"Henderson, P. and D. Bird. 2010. Fish and macro-crustacean communities and their dynamics in the Severn Estuary. Marine Pollution Bulletin 61: 100-114."
1033,51.42,3.58,y,1970,2006,y,,Liparis liparis,Time series,0.30546,Negative,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,52.9,4.6,y,1970,2006,,,Liparis liparis,Time series,0.35115,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,53.15,5.15,y,1970,2006,,,Liparis liparis,Time series,0.35887,Negative,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
2128,33,-121,y,1951,1998,,,Lipolagus ochotensis,Time series,0.27307,Positive,N,Timeseries,Larvalbonyfish,48,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152"
2051,36.62,-121.91,y,1931,1996,y,,Lissothuria nutriens,Irregular,0.35381,Negative,N,Irregular,Invertebrates,66,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490"
